State,District,Soil Type,Crop Type,Best Time of Harvest,Crop_Yield_ton,Temperature_C,Rainfall_mm,Suitable Fertilizer,Suitable Pesticide,Irrigation Method,Next Crop
Karnataka,Hubli,Alluvial,Tea,September-October,5.9098,30.3,1350.5,Organic Compost,Thiamethoxam,Drip Irrigation,Maize
Rajasthan,Jodhpur,Alluvial,Rice,December-January,6.6054,37.6,363.9,DAP,Carbendazim,Terrace Farming,Maize
West Bengal,Darjeeling,Sandy,Bajra,August-September,5.9098,23.5,839.5,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Bajra
Punjab,Patiala,Sandy,Bajra,September-October,5.9098,21.0,640.9,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Bajra
Karnataka,Mysore,Red,Cotton,December-January,5.9098,19.7,1317.1,Potash,Imidacloprid,Furrow Irrigation,Sugarcane
Karnataka,Hubli,Red,Maize,August-September,5.9098,33.1,815.0,NPK,Cypermethrin,Sprinkler Irrigation,Pulses
Maharashtra,Nagpur,Sandy,Pulses,October-November,5.9098,27.7,910.9,Bio-fertilizer,Mancozeb,Traditional Method,Vegetables
Gujarat,Rajkot,Black,Rice,March-April,6.6054,35.7,440.4,DAP,Carbendazim,Terrace Farming,Wheat
Gujarat,Vadodara,Red,Pulses,September-October,5.9098,42.4,759.1,Bio-fertilizer,Mancozeb,Traditional Method,Pulses
West Bengal,Kolkata,Laterite,Bajra,March-April,5.9098,28.3,1267.2,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Mixed Vegetables
Gujarat,Vadodara,Sandy,Rice,September-October,6.6054,18.5,755.4,DAP,Carbendazim,Terrace Farming,Bajra
Maharashtra,Pune,Black,Cotton,September-October,5.9098,38.5,1049.5,Potash,Imidacloprid,Furrow Irrigation,Soybean
Tamil Nadu,Coimbatore,Red,Jowar,August-September,5.9098,37.0,895.8,Zinc Sulfate,Dimethoate,Traditional Method,Pulses
Gujarat,Vadodara,Sandy,Wheat,October-November,5.231,12.8,296.8,Urea,Chlorpyrifos,Sprinkler Irrigation,Bajra
Rajasthan,Kota,Alluvial,Cotton,August-September,5.9098,43.6,304.4,Potash,Imidacloprid,Furrow Irrigation,Maize
Uttar Pradesh,Lucknow,Alluvial,Maize,August-September,5.9098,11.2,633.8,NPK,Cypermethrin,Sprinkler Irrigation,Maize
Madhya Pradesh,Indore,Alluvial,Jowar,September-October,5.9098,22.7,369.8,Zinc Sulfate,Dimethoate,Traditional Method,Maize
Punjab,Jalandhar,Sandy,Wheat,August-September,5.231,18.9,633.5,Urea,Chlorpyrifos,Sprinkler Irrigation,Bajra
Bihar,Muzaffarpur,Sandy,Pulses,March-April,5.9098,33.7,1234.4,Bio-fertilizer,Mancozeb,Traditional Method,Vegetables
Bihar,Gaya,Loamy,Coffee,September-October,5.9098,18.4,1099.8,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Pulses
Uttar Pradesh,Agra,Loamy,Wheat,October-November,5.231,27.2,641.2,Urea,Chlorpyrifos,Sprinkler Irrigation,Maize
Bihar,Gaya,Loamy,Jowar,March-April,5.9098,33.7,1030.3,Zinc Sulfate,Dimethoate,Traditional Method,Pulses
Uttar Pradesh,Lucknow,Sandy,Pulses,September-October,5.9098,25.4,865.2,Bio-fertilizer,Mancozeb,Traditional Method,Vegetables
Bihar,Patna,Alluvial,Wheat,March-April,5.231,21.5,1044.6,Urea,Chlorpyrifos,Sprinkler Irrigation,Rice
Karnataka,Bangalore,Alluvial,Pulses,December-January,5.9098,15.2,1550.8,Bio-fertilizer,Mancozeb,Traditional Method,Maize
Bihar,Gaya,Red,Tea,August-September,5.9098,15.5,722.1,Organic Compost,Thiamethoxam,Drip Irrigation,Pulses
Madhya Pradesh,Bhopal,Alluvial,Sugarcane,September-October,5.9098,13.9,514.6,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Pulses
Karnataka,Hubli,Loamy,Cotton,October-November,5.9098,25.8,1073.0,Potash,Imidacloprid,Furrow Irrigation,Pulses
Rajasthan,Udaipur,Black,Sugarcane,December-January,5.9098,11.7,100.5,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Wheat
Tamil Nadu,Trichy,Alluvial,Cotton,October-November,5.9098,32.4,867.6,Potash,Imidacloprid,Furrow Irrigation,Maize
Uttar Pradesh,Lucknow,Sandy,Wheat,March-April,5.231,35.5,1061.6,Urea,Chlorpyrifos,Sprinkler Irrigation,Bajra
Karnataka,Mysore,Loamy,Cotton,August-September,5.9098,27.8,1087.7,Potash,Imidacloprid,Furrow Irrigation,Pulses
Maharashtra,Nagpur,Alluvial,Tea,October-November,5.9098,32.5,803.1,Organic Compost,Thiamethoxam,Drip Irrigation,Maize
Punjab,Amritsar,Black,Cotton,August-September,5.9098,11.1,567.8,Potash,Imidacloprid,Furrow Irrigation,Soybean
Rajasthan,Udaipur,Loamy,Rice,October-November,6.6054,36.6,316.6,DAP,Carbendazim,Terrace Farming,Barley
West Bengal,Darjeeling,Sandy,Bajra,September-October,5.9098,30.2,1150.9,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Bajra
Tamil Nadu,Chennai,Black,Jowar,August-September,5.9098,20.2,1088.6,Zinc Sulfate,Dimethoate,Traditional Method,Wheat
Punjab,Ludhiana,Black,Jowar,October-November,5.9098,16.0,338.2,Zinc Sulfate,Dimethoate,Traditional Method,Wheat
Madhya Pradesh,Jabalpur,Laterite,Maize,October-November,5.9098,36.6,899.7,NPK,Cypermethrin,Sprinkler Irrigation,Mixed Vegetables
Tamil Nadu,Trichy,Alluvial,Cotton,September-October,5.9098,32.2,741.2,Potash,Imidacloprid,Furrow Irrigation,Maize
Maharashtra,Nagpur,Loamy,Bajra,March-April,5.9098,39.5,713.0,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Pulses
Bihar,Patna,Sandy,Coffee,March-April,5.9098,30.4,1099.0,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Bajra
Maharashtra,Nashik,Black,Jowar,August-September,5.9098,30.3,1031.9,Zinc Sulfate,Dimethoate,Traditional Method,Wheat
Uttar Pradesh,Kanpur,Laterite,Jowar,October-November,5.9098,10.6,914.0,Zinc Sulfate,Dimethoate,Traditional Method,Mixed Vegetables
Maharashtra,Mumbai,Alluvial,Pulses,October-November,5.9098,24.7,922.0,Bio-fertilizer,Mancozeb,Traditional Method,Maize
Gujarat,Vadodara,Loamy,Sugarcane,December-January,5.9098,34.0,661.8,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Pulses
West Bengal,Howrah,Red,Pulses,December-January,5.9098,29.7,1448.8,Bio-fertilizer,Mancozeb,Traditional Method,Pulses
Tamil Nadu,Coimbatore,Black,Coffee,September-October,5.9098,23.0,848.3,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Wheat
Madhya Pradesh,Bhopal,Red,Maize,October-November,5.9098,36.9,302.1,NPK,Cypermethrin,Sprinkler Irrigation,Pulses
Punjab,Ludhiana,Red,Tea,December-January,5.9098,34.1,651.0,Organic Compost,Thiamethoxam,Drip Irrigation,Pulses
Maharashtra,Pune,Alluvial,Tea,October-November,5.9098,24.3,1083.2,Organic Compost,Thiamethoxam,Drip Irrigation,Maize
Gujarat,Rajkot,Laterite,Maize,October-November,5.9098,25.2,565.2,NPK,Cypermethrin,Sprinkler Irrigation,Mixed Vegetables
Rajasthan,Jodhpur,Loamy,Rice,October-November,6.6054,32.0,117.5,DAP,Carbendazim,Terrace Farming,Barley
Madhya Pradesh,Jabalpur,Alluvial,Coffee,March-April,5.9098,25.4,795.3,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Maize
Madhya Pradesh,Bhopal,Alluvial,Wheat,March-April,5.231,10.5,477.9,Urea,Chlorpyrifos,Sprinkler Irrigation,Rice
Maharashtra,Nagpur,Loamy,Wheat,March-April,5.231,29.2,536.9,Urea,Chlorpyrifos,Sprinkler Irrigation,Maize
Madhya Pradesh,Gwalior,Alluvial,Jowar,September-October,5.9098,36.4,558.1,Zinc Sulfate,Dimethoate,Traditional Method,Maize
Gujarat,Ahmedabad,Loamy,Maize,October-November,5.9098,36.3,320.6,NPK,Cypermethrin,Sprinkler Irrigation,Pulses
Karnataka,Hubli,Black,Jowar,December-January,5.9098,30.4,1229.0,Zinc Sulfate,Dimethoate,Traditional Method,Wheat
Uttar Pradesh,Kanpur,Laterite,Maize,October-November,5.9098,27.6,1048.9,NPK,Cypermethrin,Sprinkler Irrigation,Mixed Vegetables
Maharashtra,Mumbai,Alluvial,Jowar,August-September,5.9098,18.2,641.5,Zinc Sulfate,Dimethoate,Traditional Method,Maize
Madhya Pradesh,Indore,Black,Pulses,March-April,5.9098,34.6,451.7,Bio-fertilizer,Mancozeb,Traditional Method,Wheat
Maharashtra,Nagpur,Laterite,Jowar,October-November,5.9098,16.7,1020.9,Zinc Sulfate,Dimethoate,Traditional Method,Mixed Vegetables
Bihar,Muzaffarpur,Loamy,Sugarcane,September-October,5.9098,23.7,1008.5,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Pulses
Rajasthan,Kota,Red,Maize,August-September,5.9098,25.6,226.7,NPK,Cypermethrin,Sprinkler Irrigation,Pulses
Uttar Pradesh,Varanasi,Alluvial,Rice,March-April,6.6054,32.3,616.2,DAP,Carbendazim,Terrace Farming,Maize
Karnataka,Hubli,Laterite,Cotton,March-April,5.9098,33.0,1241.2,Potash,Imidacloprid,Furrow Irrigation,Mixed Vegetables
Madhya Pradesh,Jabalpur,Alluvial,Coffee,March-April,5.9098,25.6,312.1,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Maize
West Bengal,Kolkata,Red,Tea,August-September,5.9098,36.0,870.1,Organic Compost,Thiamethoxam,Drip Irrigation,Pulses
Tamil Nadu,Madurai,Black,Coffee,December-January,5.9098,26.2,622.4,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Wheat
Tamil Nadu,Chennai,Laterite,Bajra,March-April,5.9098,34.0,628.9,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Mixed Vegetables
Tamil Nadu,Coimbatore,Laterite,Bajra,August-September,5.9098,34.3,1219.1,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Mixed Vegetables
Uttar Pradesh,Varanasi,Laterite,Maize,September-October,5.9098,30.1,705.8,NPK,Cypermethrin,Sprinkler Irrigation,Mixed Vegetables
West Bengal,Kolkata,Laterite,Sugarcane,August-September,5.9098,28.4,1217.1,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Mixed Vegetables
Tamil Nadu,Chennai,Loamy,Rice,March-April,6.6054,22.3,875.2,DAP,Carbendazim,Terrace Farming,Barley
Bihar,Muzaffarpur,Loamy,Bajra,December-January,5.9098,31.8,869.5,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Pulses
Bihar,Muzaffarpur,Black,Cotton,December-January,5.9098,31.2,1129.3,Potash,Imidacloprid,Furrow Irrigation,Soybean
West Bengal,Siliguri,Loamy,Coffee,December-January,5.9098,18.1,1526.5,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Pulses
Karnataka,Mysore,Alluvial,Tea,March-April,5.9098,26.2,651.2,Organic Compost,Thiamethoxam,Drip Irrigation,Maize
Maharashtra,Nashik,Alluvial,Coffee,August-September,5.9098,41.7,1187.2,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Maize
Bihar,Gaya,Alluvial,Sugarcane,December-January,5.9098,33.4,842.5,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Pulses
West Bengal,Howrah,Alluvial,Jowar,March-April,5.9098,34.5,1658.6,Zinc Sulfate,Dimethoate,Traditional Method,Maize
West Bengal,Siliguri,Red,Cotton,October-November,5.9098,31.3,810.4,Potash,Imidacloprid,Furrow Irrigation,Sugarcane
Bihar,Bhagalpur,Laterite,Pulses,September-October,5.9098,25.7,1269.9,Bio-fertilizer,Mancozeb,Traditional Method,Mixed Vegetables
Maharashtra,Nagpur,Alluvial,Coffee,September-October,5.9098,21.9,1054.6,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Maize
Punjab,Ludhiana,Red,Coffee,October-November,5.9098,19.0,310.0,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Cotton
Tamil Nadu,Madurai,Red,Coffee,September-October,5.9098,30.4,1092.8,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Cotton
Rajasthan,Jodhpur,Laterite,Wheat,September-October,5.231,31.2,199.5,Urea,Chlorpyrifos,Sprinkler Irrigation,Mixed Vegetables
Tamil Nadu,Madurai,Alluvial,Cotton,March-April,5.9098,30.2,1253.0,Potash,Imidacloprid,Furrow Irrigation,Maize
Uttar Pradesh,Agra,Laterite,Tea,August-September,5.9098,15.1,795.6,Organic Compost,Thiamethoxam,Drip Irrigation,Mixed Vegetables
Tamil Nadu,Trichy,Alluvial,Cotton,August-September,5.9098,35.6,664.6,Potash,Imidacloprid,Furrow Irrigation,Maize
Bihar,Gaya,Laterite,Pulses,December-January,5.9098,33.9,895.2,Bio-fertilizer,Mancozeb,Traditional Method,Mixed Vegetables
Uttar Pradesh,Lucknow,Loamy,Pulses,September-October,5.9098,16.9,893.2,Bio-fertilizer,Mancozeb,Traditional Method,Pulses
Bihar,Bhagalpur,Black,Bajra,September-October,5.9098,13.5,1032.1,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Groundnut
Madhya Pradesh,Jabalpur,Alluvial,Jowar,March-April,5.9098,26.7,421.1,Zinc Sulfate,Dimethoate,Traditional Method,Maize
Maharashtra,Nagpur,Laterite,Rice,August-September,6.6054,27.2,886.8,DAP,Carbendazim,Terrace Farming,Mixed Vegetables
Bihar,Patna,Alluvial,Bajra,December-January,5.9098,36.5,1101.5,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Maize
Bihar,Patna,Sandy,Sugarcane,March-April,5.9098,37.7,964.8,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Bajra
Tamil Nadu,Madurai,Alluvial,Maize,December-January,5.9098,21.6,965.6,NPK,Cypermethrin,Sprinkler Irrigation,Maize
Gujarat,Surat,Laterite,Sugarcane,August-September,5.9098,25.7,655.8,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Mixed Vegetables
Rajasthan,Udaipur,Red,Rice,March-April,6.6054,33.0,472.8,DAP,Carbendazim,Terrace Farming,Pulses
Maharashtra,Mumbai,Red,Bajra,August-September,5.9098,27.3,549.6,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Pulses
Rajasthan,Udaipur,Red,Pulses,October-November,5.9098,29.1,425.8,Bio-fertilizer,Mancozeb,Traditional Method,Pulses
Maharashtra,Nagpur,Red,Wheat,August-September,5.231,31.6,719.1,Urea,Chlorpyrifos,Sprinkler Irrigation,Pulses
West Bengal,Darjeeling,Laterite,Cotton,September-October,5.9098,34.9,1261.9,Potash,Imidacloprid,Furrow Irrigation,Mixed Vegetables
Punjab,Jalandhar,Black,Bajra,August-September,5.9098,32.2,580.9,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Groundnut
Tamil Nadu,Coimbatore,Black,Coffee,October-November,5.9098,32.7,1486.6,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Wheat
Tamil Nadu,Chennai,Loamy,Coffee,December-January,5.9098,32.4,844.3,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Pulses
Uttar Pradesh,Kanpur,Sandy,Jowar,October-November,5.9098,18.8,496.4,Zinc Sulfate,Dimethoate,Traditional Method,Bajra
West Bengal,Darjeeling,Loamy,Tea,December-January,5.9098,18.5,1500.1,Organic Compost,Thiamethoxam,Drip Irrigation,Pulses
Bihar,Gaya,Red,Bajra,December-January,5.9098,26.2,1206.2,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Pulses
Maharashtra,Pune,Laterite,Sugarcane,March-April,5.9098,21.5,1080.0,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Mixed Vegetables
Gujarat,Rajkot,Sandy,Pulses,December-January,5.9098,31.9,351.9,Bio-fertilizer,Mancozeb,Traditional Method,Vegetables
Maharashtra,Nashik,Alluvial,Maize,September-October,5.9098,26.6,973.9,NPK,Cypermethrin,Sprinkler Irrigation,Maize
Madhya Pradesh,Indore,Sandy,Bajra,August-September,5.9098,39.5,435.5,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Bajra
Gujarat,Rajkot,Sandy,Coffee,December-January,5.9098,35.9,676.5,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Bajra
Maharashtra,Nagpur,Black,Rice,December-January,6.6054,28.4,772.4,DAP,Carbendazim,Terrace Farming,Wheat
Punjab,Jalandhar,Sandy,Bajra,August-September,5.9098,36.5,412.1,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Bajra
Karnataka,Bangalore,Sandy,Pulses,October-November,5.9098,21.1,1223.0,Bio-fertilizer,Mancozeb,Traditional Method,Vegetables
Tamil Nadu,Coimbatore,Sandy,Jowar,August-September,5.9098,24.2,1024.8,Zinc Sulfate,Dimethoate,Traditional Method,Bajra
Bihar,Muzaffarpur,Loamy,Coffee,December-January,5.9098,29.0,1257.2,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Pulses
Karnataka,Mysore,Black,Pulses,December-January,5.9098,21.4,1269.2,Bio-fertilizer,Mancozeb,Traditional Method,Wheat
Madhya Pradesh,Gwalior,Loamy,Rice,October-November,6.6054,27.8,898.2,DAP,Carbendazim,Terrace Farming,Barley
Karnataka,Bangalore,Sandy,Rice,August-September,6.6054,19.3,1113.6,DAP,Carbendazim,Terrace Farming,Bajra
Karnataka,Hubli,Black,Jowar,August-September,5.9098,16.7,1297.3,Zinc Sulfate,Dimethoate,Traditional Method,Wheat
Gujarat,Ahmedabad,Red,Wheat,March-April,5.231,19.6,624.1,Urea,Chlorpyrifos,Sprinkler Irrigation,Pulses
Gujarat,Ahmedabad,Black,Sugarcane,August-September,5.9098,25.3,443.8,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Wheat
Uttar Pradesh,Agra,Laterite,Jowar,March-April,5.9098,20.4,470.3,Zinc Sulfate,Dimethoate,Traditional Method,Mixed Vegetables
Rajasthan,Kota,Sandy,Sugarcane,March-April,5.9098,9.0,495.4,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Bajra
West Bengal,Kolkata,Loamy,Maize,August-September,5.9098,30.7,810.4,NPK,Cypermethrin,Sprinkler Irrigation,Pulses
Madhya Pradesh,Gwalior,Red,Cotton,September-October,5.9098,14.3,892.7,Potash,Imidacloprid,Furrow Irrigation,Sugarcane
Madhya Pradesh,Jabalpur,Laterite,Sugarcane,September-October,5.9098,25.2,401.5,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Mixed Vegetables
Uttar Pradesh,Lucknow,Loamy,Tea,September-October,5.9098,11.2,853.2,Organic Compost,Thiamethoxam,Drip Irrigation,Pulses
Punjab,Ludhiana,Sandy,Rice,October-November,6.6054,25.4,431.0,DAP,Carbendazim,Terrace Farming,Bajra
Tamil Nadu,Coimbatore,Laterite,Maize,March-April,5.9098,21.1,1289.6,NPK,Cypermethrin,Sprinkler Irrigation,Mixed Vegetables
Punjab,Ludhiana,Loamy,Rice,March-April,6.6054,33.2,566.9,DAP,Carbendazim,Terrace Farming,Barley
Tamil Nadu,Chennai,Red,Jowar,August-September,5.9098,25.0,1183.4,Zinc Sulfate,Dimethoate,Traditional Method,Pulses
Punjab,Amritsar,Red,Coffee,March-April,5.9098,31.3,471.0,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Cotton
Tamil Nadu,Madurai,Laterite,Wheat,December-January,5.231,31.9,1338.0,Urea,Chlorpyrifos,Sprinkler Irrigation,Mixed Vegetables
Uttar Pradesh,Agra,Loamy,Maize,September-October,5.9098,22.8,817.0,NPK,Cypermethrin,Sprinkler Irrigation,Pulses
Madhya Pradesh,Bhopal,Red,Wheat,March-April,5.231,38.9,696.0,Urea,Chlorpyrifos,Sprinkler Irrigation,Pulses
West Bengal,Kolkata,Alluvial,Sugarcane,September-October,5.9098,32.2,1256.1,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Pulses
Rajasthan,Jaipur,Loamy,Wheat,August-September,5.231,41.9,243.0,Urea,Chlorpyrifos,Sprinkler Irrigation,Maize
Gujarat,Vadodara,Alluvial,Maize,September-October,5.9098,24.5,525.4,NPK,Cypermethrin,Sprinkler Irrigation,Maize
Rajasthan,Jodhpur,Alluvial,Maize,December-January,5.9098,43.2,398.3,NPK,Cypermethrin,Sprinkler Irrigation,Maize
Uttar Pradesh,Varanasi,Red,Cotton,October-November,5.9098,35.3,423.8,Potash,Imidacloprid,Furrow Irrigation,Sugarcane
Karnataka,Mysore,Black,Maize,March-April,5.9098,32.9,772.8,NPK,Cypermethrin,Sprinkler Irrigation,Wheat
Maharashtra,Nashik,Laterite,Bajra,October-November,5.9098,18.5,617.1,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Mixed Vegetables
Uttar Pradesh,Varanasi,Laterite,Bajra,August-September,5.9098,25.2,904.5,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Mixed Vegetables
Punjab,Jalandhar,Alluvial,Tea,October-November,5.9098,32.0,643.8,Organic Compost,Thiamethoxam,Drip Irrigation,Maize
Gujarat,Rajkot,Black,Maize,August-September,5.9098,20.4,384.6,NPK,Cypermethrin,Sprinkler Irrigation,Wheat
Rajasthan,Udaipur,Sandy,Cotton,December-January,5.9098,22.6,375.4,Potash,Imidacloprid,Furrow Irrigation,Bajra
Madhya Pradesh,Indore,Loamy,Coffee,September-October,5.9098,33.7,538.8,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Pulses
Tamil Nadu,Chennai,Alluvial,Coffee,October-November,5.9098,32.1,1037.3,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Maize
Maharashtra,Nagpur,Red,Maize,December-January,5.9098,18.2,1023.6,NPK,Cypermethrin,Sprinkler Irrigation,Pulses
Bihar,Muzaffarpur,Loamy,Sugarcane,September-October,5.9098,25.5,1030.5,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Pulses
Tamil Nadu,Trichy,Loamy,Wheat,September-October,5.231,34.8,1472.8,Urea,Chlorpyrifos,Sprinkler Irrigation,Maize
Rajasthan,Jodhpur,Alluvial,Rice,September-October,6.6054,40.6,243.3,DAP,Carbendazim,Terrace Farming,Maize
Rajasthan,Udaipur,Sandy,Maize,December-January,5.9098,25.0,216.1,NPK,Cypermethrin,Sprinkler Irrigation,Bajra
Gujarat,Surat,Loamy,Bajra,August-September,5.9098,30.9,443.2,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Pulses
Gujarat,Surat,Sandy,Sugarcane,March-April,5.9098,40.7,653.9,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Bajra
Karnataka,Mysore,Laterite,Pulses,March-April,5.9098,20.2,1209.5,Bio-fertilizer,Mancozeb,Traditional Method,Mixed Vegetables
Gujarat,Ahmedabad,Sandy,Tea,March-April,5.9098,32.4,257.3,Organic Compost,Thiamethoxam,Drip Irrigation,Bajra
Gujarat,Ahmedabad,Red,Rice,September-October,6.6054,12.8,667.0,DAP,Carbendazim,Terrace Farming,Pulses
Karnataka,Mysore,Alluvial,Bajra,December-January,5.9098,32.5,852.4,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Maize
Madhya Pradesh,Jabalpur,Laterite,Maize,October-November,5.9098,11.6,456.7,NPK,Cypermethrin,Sprinkler Irrigation,Mixed Vegetables
Karnataka,Mysore,Sandy,Bajra,December-January,5.9098,28.0,1478.6,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Bajra
Uttar Pradesh,Lucknow,Laterite,Pulses,October-November,5.9098,21.9,625.9,Bio-fertilizer,Mancozeb,Traditional Method,Mixed Vegetables
West Bengal,Kolkata,Loamy,Wheat,August-September,5.231,34.0,900.3,Urea,Chlorpyrifos,Sprinkler Irrigation,Maize
Madhya Pradesh,Gwalior,Loamy,Jowar,December-January,5.9098,40.1,640.5,Zinc Sulfate,Dimethoate,Traditional Method,Pulses
Rajasthan,Udaipur,Black,Rice,October-November,6.6054,20.0,228.9,DAP,Carbendazim,Terrace Farming,Wheat
Madhya Pradesh,Gwalior,Alluvial,Rice,December-January,6.6054,11.7,312.2,DAP,Carbendazim,Terrace Farming,Maize
Gujarat,Ahmedabad,Red,Bajra,March-April,5.9098,36.3,334.2,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Pulses
Madhya Pradesh,Bhopal,Laterite,Tea,September-October,5.9098,41.7,320.1,Organic Compost,Thiamethoxam,Drip Irrigation,Mixed Vegetables
Madhya Pradesh,Jabalpur,Laterite,Tea,October-November,5.9098,16.3,553.1,Organic Compost,Thiamethoxam,Drip Irrigation,Mixed Vegetables
Madhya Pradesh,Jabalpur,Alluvial,Pulses,March-April,5.9098,20.4,648.7,Bio-fertilizer,Mancozeb,Traditional Method,Maize
Gujarat,Vadodara,Laterite,Pulses,December-January,5.9098,14.6,490.9,Bio-fertilizer,Mancozeb,Traditional Method,Mixed Vegetables
Tamil Nadu,Trichy,Laterite,Wheat,March-April,5.231,26.5,925.8,Urea,Chlorpyrifos,Sprinkler Irrigation,Mixed Vegetables
Rajasthan,Kota,Sandy,Coffee,October-November,5.9098,13.7,407.6,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Bajra
Tamil Nadu,Madurai,Alluvial,Rice,December-January,6.6054,33.1,1421.3,DAP,Carbendazim,Terrace Farming,Maize
Maharashtra,Nagpur,Sandy,Cotton,December-January,5.9098,39.6,958.3,Potash,Imidacloprid,Furrow Irrigation,Bajra
Maharashtra,Mumbai,Black,Wheat,September-October,5.231,40.6,528.7,Urea,Chlorpyrifos,Sprinkler Irrigation,Wheat
Tamil Nadu,Chennai,Black,Rice,August-September,6.6054,35.1,1251.1,DAP,Carbendazim,Terrace Farming,Wheat
Bihar,Bhagalpur,Loamy,Pulses,December-January,5.9098,34.7,1199.1,Bio-fertilizer,Mancozeb,Traditional Method,Pulses
