State,District,Soil Type,Crop,Land Area (acres),Temperature (°C),Rainfall (mm),Humidity (%),Wind Speed (km/h),Best Irrigation Time,Water Amount (Liters/hectare),Irrigation Method,Best Next Crop,Best Fertilizer,Alternative Fertilizer,Estimated Yield (kg/hectare),Ymax (kg/hectare),Ky,ETm (mm),ETa (mm)
Maharashtra,West,Peaty,Maize,3.26,33.6,112.3,73.8,5.2,7:00 PM - 10:00 PM,5270.9,Drip Irrigation,Sugarcane,Vermicompost,Seaweed Extract,5858.3,12000.0,1.1,500.0,527.0899999999999
Tamil Nadu,South,Saline,Groundnut,5.78,16.2,240.4,61.6,8.2,7:00 PM - 10:00 PM,7105.3,Furrow Irrigation,Groundnut,Biofertilizer,Green Manure,3867.3,,,,710.53
Haryana,North,Peaty,Wheat,1.84,34.3,61.8,69.1,9.3,4:00 PM - 7:00 PM,9275.8,Furrow Irrigation,Cotton,Urea,Green Manure,5942.9,8000.0,1.15,450.0,927.5799999999999
Karnataka,South,Loamy,Groundnut,5.83,21.6,240.7,66.4,9.2,7:00 PM - 10:00 PM,2101.8,Furrow Irrigation,Pulses,Biofertilizer,Green Manure,7842.2,,,,210.18
Uttar Pradesh,North,Sandy,Groundnut,4.08,25.5,70.4,43.1,12.5,7:00 PM - 10:00 PM,7080.2,Sprinkler Irrigation,Rice,Compost,Neem Cake,4155.7,,,,708.02
Punjab,North,Peaty,Soybean,4.07,29.1,267.7,84.4,7.9,4:00 PM - 7:00 PM,6137.9,Drip Irrigation,Cotton,DAP,Neem Cake,7859.8,,,,613.79
Gujarat,West,Sandy,Pulses,5.41,34.5,224.9,65.2,7.2,7:00 PM - 10:00 PM,6280.9,Surface Irrigation,Wheat,Vermicompost,Green Manure,7226.8,3000.0,0.75,400.0,628.0899999999999
Madhya Pradesh,Central,Peaty,Sugarcane,5.69,30.1,173.6,89.4,9.5,4:00 PM - 7:00 PM,2396.6,Drip Irrigation,Cotton,Vermicompost,Cow Manure,3813.6,120000.0,1.3,1500.0,239.66
Madhya Pradesh,Central,Loamy,Wheat,3.24,29.4,201.7,40.2,12.6,4:00 PM - 7:00 PM,2695.6,Surface Irrigation,Pulses,DAP,Cow Manure,4575.1,8000.0,1.15,450.0,269.56
Maharashtra,West,Sandy,Groundnut,2.6,32.1,93.2,44.1,2.8,4:00 PM - 7:00 PM,7293.8,Sprinkler Irrigation,Soybean,DAP,Green Manure,2158.6,,,,729.38
Haryana,North,Sandy,Tea,8.32,35.7,219.4,58.4,10.6,5:00 AM - 8:00 AM,7865.7,Sprinkler Irrigation,Cotton,Biofertilizer,Bone Meal,4613.4,4000.0,1.05,700.0,786.5699999999999
Rajasthan,West,Silt,Barley,1.25,24.8,130.5,67.2,14.4,4:00 PM - 7:00 PM,3143.3,Furrow Irrigation,Sugarcane,Vermicompost,Bone Meal,7701.8,,,,314.33000000000004
Maharashtra,West,Peaty,Maize,5.17,27.4,188.2,63.4,5.0,4:00 PM - 7:00 PM,7946.6,Sprinkler Irrigation,Maize,Compost,Green Manure,6630.9,12000.0,1.1,500.0,794.6600000000001
Maharashtra,West,Clay,Cotton,3.91,26.6,235.2,77.1,13.3,7:00 PM - 10:00 PM,9648.2,Drip Irrigation,Rice,Vermicompost,Cow Manure,6150.5,5000.0,0.85,600.0,964.82
Haryana,North,Silt,Maize,8.52,35.7,172.2,87.5,9.7,5:00 AM - 8:00 AM,7147.0,Surface Irrigation,Rice,Compost,Bone Meal,4814.4,12000.0,1.1,500.0,714.7
Punjab,North,Loamy,Groundnut,0.82,27.8,76.2,71.9,5.6,7:00 PM - 10:00 PM,2320.3,Furrow Irrigation,Rice,DAP,Seaweed Extract,677.5,,,,232.03000000000003
Madhya Pradesh,Central,Peaty,Cotton,9.63,32.3,212.9,73.0,13.3,5:00 AM - 8:00 AM,2699.8,Surface Irrigation,Cotton,Biofertilizer,Bone Meal,5247.9,5000.0,0.85,600.0,269.98
Gujarat,West,Sandy,Maize,6.76,39.8,112.2,78.2,5.7,4:00 PM - 7:00 PM,1746.5,Drip Irrigation,Pulses,DAP,Green Manure,1068.9,12000.0,1.1,500.0,174.65
West Bengal,East,Silt,Cotton,8.44,34.1,81.3,84.5,12.7,7:00 PM - 10:00 PM,1869.9,Drip Irrigation,Wheat,Vermicompost,Seaweed Extract,523.5,5000.0,0.85,600.0,186.99
Tamil Nadu,South,Clay,Wheat,1.98,29.1,238.5,81.7,11.6,4:00 PM - 7:00 PM,6989.4,Surface Irrigation,Groundnut,Compost,Cow Manure,2591.1,8000.0,1.15,450.0,698.9399999999999
Tamil Nadu,South,Silt,Cotton,9.73,32.1,277.1,70.4,12.7,4:00 PM - 7:00 PM,6876.2,Sprinkler Irrigation,Tea,Biofertilizer,Neem Cake,610.2,5000.0,0.85,600.0,687.62
Maharashtra,West,Loamy,Wheat,2.29,33.0,189.7,87.6,11.1,7:00 PM - 10:00 PM,6384.4,Surface Irrigation,Maize,MOP,Neem Cake,3608.0,8000.0,1.15,450.0,638.4399999999999
Tamil Nadu,South,Saline,Groundnut,8.56,39.8,121.1,61.0,4.7,5:00 AM - 8:00 AM,8854.1,Drip Irrigation,Soybean,DAP,Green Manure,4504.3,,,,885.4100000000001
Madhya Pradesh,Central,Saline,Wheat,6.16,28.6,168.5,43.0,5.6,5:00 AM - 8:00 AM,8036.0,Furrow Irrigation,Soybean,MOP,Cow Manure,7360.2,8000.0,1.15,450.0,803.6
Punjab,North,Saline,Sugarcane,8.93,28.0,258.6,42.3,8.9,7:00 PM - 10:00 PM,2195.9,Furrow Irrigation,Tea,Urea,Seaweed Extract,5283.7,120000.0,1.3,1500.0,219.59
Gujarat,West,Peaty,Soybean,6.14,24.5,299.1,88.7,4.2,5:00 AM - 8:00 AM,2413.8,Furrow Irrigation,Cotton,DAP,Cow Manure,2143.1,,,,241.38000000000002
Madhya Pradesh,Central,Silt,Rice,1.53,18.1,283.6,52.1,13.3,7:00 PM - 10:00 PM,4854.2,Sprinkler Irrigation,Wheat,MOP,Bone Meal,6628.8,10000.0,1.25,900.0,485.41999999999996
Maharashtra,West,Sandy,Soybean,3.08,33.1,72.6,67.7,9.2,4:00 PM - 7:00 PM,3087.8,Sprinkler Irrigation,Pulses,Vermicompost,Neem Cake,5964.3,,,,308.78000000000003
Madhya Pradesh,Central,Peaty,Cotton,5.03,32.9,214.4,59.0,11.6,4:00 PM - 7:00 PM,2760.5,Sprinkler Irrigation,Rice,Vermicompost,Neem Cake,5672.9,5000.0,0.85,600.0,276.05
West Bengal,East,Silt,Sugarcane,5.4,37.2,79.6,70.3,6.7,7:00 PM - 10:00 PM,1752.0,Furrow Irrigation,Soybean,Compost,Neem Cake,2685.2,120000.0,1.3,1500.0,175.2
Punjab,North,Sandy,Barley,6.17,21.0,112.7,69.2,3.2,7:00 PM - 10:00 PM,3934.0,Surface Irrigation,Tea,Compost,Neem Cake,4409.1,,,,393.4
Rajasthan,West,Silt,Sugarcane,1.88,22.0,152.1,80.7,14.4,4:00 PM - 7:00 PM,4361.4,Surface Irrigation,Tea,Vermicompost,Green Manure,4406.6,120000.0,1.3,1500.0,436.14
Punjab,North,Saline,Tea,4.0,26.3,169.8,79.8,4.5,5:00 AM - 8:00 AM,1941.8,Surface Irrigation,Wheat,Vermicompost,Neem Cake,1460.7,4000.0,1.05,700.0,194.18
Punjab,North,Clay,Groundnut,4.64,21.7,130.8,83.5,13.1,5:00 AM - 8:00 AM,9388.8,Surface Irrigation,Rice,Urea,Green Manure,1742.1,,,,938.8799999999999
Maharashtra,West,Silt,Tea,3.96,28.0,73.1,51.3,8.9,5:00 AM - 8:00 AM,4095.4,Surface Irrigation,Pulses,MOP,Seaweed Extract,2079.0,4000.0,1.05,700.0,409.54
Rajasthan,West,Sandy,Barley,1.49,33.7,106.3,49.6,14.9,4:00 PM - 7:00 PM,3079.4,Sprinkler Irrigation,Tea,Urea,Green Manure,2678.0,,,,307.94
Madhya Pradesh,Central,Saline,Wheat,3.27,34.1,141.6,52.9,5.4,4:00 PM - 7:00 PM,3322.7,Sprinkler Irrigation,Cotton,DAP,Seaweed Extract,4157.8,8000.0,1.15,450.0,332.27
Tamil Nadu,South,Silt,Soybean,4.46,16.1,278.8,84.7,11.5,5:00 AM - 8:00 AM,8694.7,Surface Irrigation,Maize,Biofertilizer,Seaweed Extract,4632.9,,,,869.47
Haryana,North,Clay,Soybean,5.3,21.1,108.6,64.7,2.6,7:00 PM - 10:00 PM,9564.5,Furrow Irrigation,Sugarcane,MOP,Neem Cake,6060.8,,,,956.45
Karnataka,South,Silt,Barley,8.55,29.5,268.2,41.2,6.1,4:00 PM - 7:00 PM,2026.6,Furrow Irrigation,Barley,Compost,Cow Manure,5758.3,,,,202.66
West Bengal,East,Sandy,Soybean,8.0,36.3,215.9,58.7,6.2,4:00 PM - 7:00 PM,7570.5,Surface Irrigation,Barley,Vermicompost,Bone Meal,4974.6,,,,757.05
Rajasthan,West,Loamy,Tea,8.67,28.8,193.8,41.2,7.1,7:00 PM - 10:00 PM,1230.7,Drip Irrigation,Groundnut,Vermicompost,Neem Cake,6552.0,4000.0,1.05,700.0,123.07000000000001
Maharashtra,West,Clay,Sugarcane,4.49,15.7,288.1,66.1,3.6,7:00 PM - 10:00 PM,8839.4,Drip Irrigation,Rice,MOP,Neem Cake,3333.3,120000.0,1.3,1500.0,883.9399999999999
Madhya Pradesh,Central,Saline,Cotton,8.53,32.1,255.5,51.5,4.1,4:00 PM - 7:00 PM,8247.9,Sprinkler Irrigation,Wheat,DAP,Seaweed Extract,6388.0,5000.0,0.85,600.0,824.79
Rajasthan,West,Saline,Wheat,6.37,26.0,153.2,87.3,10.3,4:00 PM - 7:00 PM,7723.8,Surface Irrigation,Cotton,MOP,Bone Meal,4599.7,8000.0,1.15,450.0,772.38
Gujarat,West,Silt,Soybean,1.2,23.0,96.5,71.1,12.3,7:00 PM - 10:00 PM,7419.3,Sprinkler Irrigation,Barley,Biofertilizer,Cow Manure,749.8,,,,741.9300000000001
Maharashtra,West,Sandy,Sugarcane,7.43,22.6,282.4,50.2,12.9,7:00 PM - 10:00 PM,7752.7,Drip Irrigation,Maize,MOP,Cow Manure,1913.5,120000.0,1.3,1500.0,775.27
Punjab,North,Peaty,Barley,5.76,33.7,55.4,57.7,10.0,4:00 PM - 7:00 PM,6028.8,Surface Irrigation,Barley,Vermicompost,Bone Meal,5505.1,,,,602.88
Uttar Pradesh,North,Sandy,Sugarcane,6.75,23.1,77.6,77.7,7.5,5:00 AM - 8:00 AM,9058.4,Drip Irrigation,Groundnut,Biofertilizer,Green Manure,7161.8,120000.0,1.3,1500.0,905.8399999999999
Karnataka,South,Sandy,Cotton,7.92,33.6,172.2,76.7,8.0,5:00 AM - 8:00 AM,5057.0,Surface Irrigation,Soybean,Compost,Seaweed Extract,734.0,5000.0,0.85,600.0,505.7
Haryana,North,Saline,Barley,6.19,37.7,210.8,84.3,3.5,7:00 PM - 10:00 PM,6251.1,Sprinkler Irrigation,Tea,Compost,Bone Meal,4349.1,,,,625.11
Karnataka,South,Clay,Soybean,4.58,33.3,150.0,56.0,7.1,4:00 PM - 7:00 PM,8101.4,Surface Irrigation,Pulses,Urea,Cow Manure,3035.2,,,,810.14
Haryana,North,Clay,Soybean,6.9,19.7,120.0,41.1,3.3,7:00 PM - 10:00 PM,8746.9,Sprinkler Irrigation,Pulses,Compost,Seaweed Extract,4315.5,,,,874.6899999999999
Madhya Pradesh,Central,Silt,Wheat,0.67,33.6,81.4,67.3,4.9,7:00 PM - 10:00 PM,6798.6,Drip Irrigation,Pulses,MOP,Bone Meal,4864.7,8000.0,1.15,450.0,679.86
Rajasthan,West,Loamy,Barley,3.08,28.4,189.1,89.5,13.7,7:00 PM - 10:00 PM,2510.2,Drip Irrigation,Wheat,Biofertilizer,Green Manure,3955.4,,,,251.01999999999998
Madhya Pradesh,Central,Loamy,Rice,1.92,32.3,104.7,66.4,13.3,7:00 PM - 10:00 PM,3673.0,Drip Irrigation,Groundnut,MOP,Cow Manure,3001.8,10000.0,1.25,900.0,367.3
Haryana,North,Loamy,Pulses,8.94,21.8,273.2,68.6,10.9,7:00 PM - 10:00 PM,8850.1,Sprinkler Irrigation,Groundnut,MOP,Neem Cake,2037.5,3000.0,0.75,400.0,885.01
Karnataka,South,Sandy,Wheat,8.3,17.3,104.8,42.0,2.8,4:00 PM - 7:00 PM,5953.7,Surface Irrigation,Wheat,Vermicompost,Cow Manure,1453.5,8000.0,1.15,450.0,595.37
Karnataka,South,Sandy,Tea,6.44,28.8,165.0,65.9,13.6,7:00 PM - 10:00 PM,4926.9,Furrow Irrigation,Wheat,Vermicompost,Cow Manure,6385.8,4000.0,1.05,700.0,492.68999999999994
Punjab,North,Loamy,Cotton,4.92,15.6,51.9,87.3,4.3,5:00 AM - 8:00 AM,8578.8,Sprinkler Irrigation,Soybean,Compost,Cow Manure,3701.1,5000.0,0.85,600.0,857.8799999999999
Haryana,North,Peaty,Cotton,2.78,32.4,114.8,79.1,13.8,5:00 AM - 8:00 AM,9472.5,Sprinkler Irrigation,Wheat,Compost,Cow Manure,4660.9,5000.0,0.85,600.0,947.25
Haryana,North,Loamy,Cotton,0.54,15.7,244.1,51.0,7.6,5:00 AM - 8:00 AM,7753.1,Drip Irrigation,Barley,MOP,Bone Meal,2202.8,5000.0,0.85,600.0,775.3100000000001
Maharashtra,West,Peaty,Sugarcane,0.91,20.9,162.7,42.5,6.0,5:00 AM - 8:00 AM,2300.2,Surface Irrigation,Soybean,Compost,Neem Cake,5969.6,120000.0,1.3,1500.0,230.01999999999998
Gujarat,West,Silt,Maize,9.48,22.6,84.7,82.4,4.9,4:00 PM - 7:00 PM,1626.8,Sprinkler Irrigation,Soybean,Biofertilizer,Neem Cake,5196.3,12000.0,1.1,500.0,162.68
Gujarat,West,Sandy,Soybean,6.99,25.5,242.9,70.6,14.8,4:00 PM - 7:00 PM,1903.5,Furrow Irrigation,Wheat,Urea,Cow Manure,2664.2,,,,190.35
Haryana,North,Sandy,Wheat,9.59,33.2,88.1,40.2,2.3,5:00 AM - 8:00 AM,4127.6,Sprinkler Irrigation,Soybean,Vermicompost,Seaweed Extract,1994.2,8000.0,1.15,450.0,412.76000000000005
West Bengal,East,Clay,Barley,4.84,33.3,277.5,89.3,7.4,7:00 PM - 10:00 PM,4512.2,Furrow Irrigation,Cotton,Vermicompost,Green Manure,4152.6,,,,451.21999999999997
Maharashtra,West,Saline,Soybean,5.9,22.5,195.5,69.6,11.8,7:00 PM - 10:00 PM,4774.8,Sprinkler Irrigation,Rice,DAP,Neem Cake,1953.0,,,,477.48
West Bengal,East,Saline,Groundnut,5.63,22.0,165.0,47.6,8.1,4:00 PM - 7:00 PM,1924.3,Surface Irrigation,Barley,Compost,Neem Cake,5000.7,,,,192.43
Punjab,North,Sandy,Barley,8.18,32.1,124.1,43.7,2.3,4:00 PM - 7:00 PM,6419.1,Drip Irrigation,Tea,Compost,Neem Cake,6337.2,,,,641.9100000000001
Madhya Pradesh,Central,Silt,Pulses,9.87,37.9,154.6,79.1,10.6,5:00 AM - 8:00 AM,5213.4,Drip Irrigation,Cotton,Vermicompost,Bone Meal,1072.4,3000.0,0.75,400.0,521.3399999999999
Uttar Pradesh,North,Saline,Wheat,3.38,25.9,131.3,86.8,11.6,5:00 AM - 8:00 AM,5557.7,Furrow Irrigation,Rice,MOP,Bone Meal,7324.9,8000.0,1.15,450.0,555.77
Rajasthan,West,Peaty,Maize,5.37,34.0,209.0,50.0,12.9,4:00 PM - 7:00 PM,9936.4,Furrow Irrigation,Rice,MOP,Neem Cake,1018.9,12000.0,1.1,500.0,993.64
Rajasthan,West,Sandy,Cotton,7.38,15.5,92.0,82.0,4.4,7:00 PM - 10:00 PM,5137.0,Furrow Irrigation,Barley,Vermicompost,Neem Cake,4048.5,5000.0,0.85,600.0,513.7
Haryana,North,Silt,Maize,9.58,24.9,165.4,44.6,5.5,4:00 PM - 7:00 PM,3656.9,Furrow Irrigation,Barley,Biofertilizer,Cow Manure,6578.9,12000.0,1.1,500.0,365.69
Maharashtra,West,Peaty,Pulses,2.73,39.3,152.3,48.0,14.3,5:00 AM - 8:00 AM,2173.0,Drip Irrigation,Soybean,Compost,Bone Meal,7049.8,3000.0,0.75,400.0,217.3
Punjab,North,Clay,Soybean,0.81,38.1,201.3,70.2,5.5,7:00 PM - 10:00 PM,8361.7,Surface Irrigation,Rice,DAP,Neem Cake,5475.6,,,,836.1700000000001
Rajasthan,West,Saline,Tea,1.31,28.2,184.6,42.2,11.9,7:00 PM - 10:00 PM,9159.5,Furrow Irrigation,Pulses,Vermicompost,Seaweed Extract,734.2,4000.0,1.05,700.0,915.95
Uttar Pradesh,North,Clay,Wheat,5.5,18.0,223.9,86.8,6.1,4:00 PM - 7:00 PM,3563.2,Furrow Irrigation,Groundnut,Biofertilizer,Seaweed Extract,845.9,8000.0,1.15,450.0,356.32
Gujarat,West,Clay,Barley,2.21,31.5,96.8,42.0,8.7,7:00 PM - 10:00 PM,8000.3,Surface Irrigation,Sugarcane,Urea,Neem Cake,5028.9,,,,800.03
Gujarat,West,Silt,Pulses,8.92,36.6,207.8,82.6,2.9,5:00 AM - 8:00 AM,6786.2,Surface Irrigation,Maize,DAP,Neem Cake,2050.8,3000.0,0.75,400.0,678.62
Punjab,North,Loamy,Pulses,2.78,16.6,133.4,41.5,13.8,4:00 PM - 7:00 PM,3119.0,Drip Irrigation,Barley,Compost,Green Manure,791.1,3000.0,0.75,400.0,311.9
Uttar Pradesh,North,Loamy,Barley,5.57,24.3,241.4,54.8,6.8,5:00 AM - 8:00 AM,1676.8,Surface Irrigation,Tea,DAP,Bone Meal,7581.8,,,,167.68
Rajasthan,West,Loamy,Groundnut,2.25,30.5,220.0,70.3,9.9,7:00 PM - 10:00 PM,6559.1,Sprinkler Irrigation,Pulses,DAP,Green Manure,2510.9,,,,655.9100000000001
Karnataka,South,Saline,Barley,1.12,31.7,142.7,54.7,13.3,5:00 AM - 8:00 AM,3315.7,Surface Irrigation,Groundnut,Urea,Neem Cake,1421.2,,,,331.57
Uttar Pradesh,North,Clay,Groundnut,2.92,39.6,72.9,41.6,4.6,7:00 PM - 10:00 PM,8708.7,Drip Irrigation,Groundnut,DAP,Green Manure,5089.0,,,,870.8700000000001
Rajasthan,West,Clay,Pulses,3.6,18.2,71.5,89.6,7.0,4:00 PM - 7:00 PM,8143.1,Surface Irrigation,Tea,Biofertilizer,Green Manure,6057.8,3000.0,0.75,400.0,814.3100000000001
Uttar Pradesh,North,Peaty,Rice,1.2,29.6,180.1,40.7,2.6,7:00 PM - 10:00 PM,5010.7,Sprinkler Irrigation,Groundnut,Biofertilizer,Green Manure,4102.1,10000.0,1.25,900.0,501.07
Gujarat,West,Peaty,Pulses,4.08,33.1,127.3,45.6,5.3,5:00 AM - 8:00 AM,2122.9,Surface Irrigation,Tea,DAP,Neem Cake,5603.8,3000.0,0.75,400.0,212.29000000000002
Maharashtra,West,Sandy,Cotton,7.26,32.9,197.1,82.7,11.5,4:00 PM - 7:00 PM,8307.4,Sprinkler Irrigation,Wheat,Compost,Bone Meal,1502.8,5000.0,0.85,600.0,830.74
Madhya Pradesh,Central,Silt,Rice,6.0,35.0,168.8,52.3,7.3,7:00 PM - 10:00 PM,6047.7,Furrow Irrigation,Groundnut,Biofertilizer,Cow Manure,2055.6,10000.0,1.25,900.0,604.77
West Bengal,East,Silt,Tea,5.58,21.3,164.4,87.0,9.6,7:00 PM - 10:00 PM,4006.5,Drip Irrigation,Sugarcane,Compost,Green Manure,6304.0,4000.0,1.05,700.0,400.65
Gujarat,West,Sandy,Sugarcane,3.81,24.8,191.0,61.1,7.1,5:00 AM - 8:00 AM,4974.6,Sprinkler Irrigation,Soybean,Compost,Seaweed Extract,4071.4,120000.0,1.3,1500.0,497.46000000000004
Gujarat,West,Saline,Tea,5.12,19.9,194.9,48.2,10.6,4:00 PM - 7:00 PM,7411.1,Furrow Irrigation,Maize,DAP,Bone Meal,4655.7,4000.0,1.05,700.0,741.11
Karnataka,South,Sandy,Rice,5.63,24.9,138.2,63.7,8.5,5:00 AM - 8:00 AM,7291.7,Surface Irrigation,Sugarcane,Vermicompost,Bone Meal,644.4,10000.0,1.25,900.0,729.17
Tamil Nadu,South,Silt,Wheat,1.43,35.8,287.1,86.4,5.4,7:00 PM - 10:00 PM,6545.1,Drip Irrigation,Soybean,DAP,Seaweed Extract,2488.3,8000.0,1.15,450.0,654.51
Punjab,North,Saline,Rice,2.62,39.1,98.2,64.6,7.4,5:00 AM - 8:00 AM,3271.8,Surface Irrigation,Barley,Urea,Cow Manure,6907.0,10000.0,1.25,900.0,327.18
Tamil Nadu,South,Clay,Cotton,7.11,15.8,290.6,51.5,5.4,5:00 AM - 8:00 AM,8321.3,Furrow Irrigation,Cotton,Vermicompost,Seaweed Extract,1056.3,5000.0,0.85,600.0,832.1299999999999
Uttar Pradesh,North,Peaty,Barley,3.82,38.6,88.2,52.9,3.3,5:00 AM - 8:00 AM,6358.5,Drip Irrigation,Cotton,Biofertilizer,Neem Cake,534.3,,,,635.85
Punjab,North,Sandy,Soybean,3.9,29.0,135.5,44.2,5.5,4:00 PM - 7:00 PM,3512.8,Drip Irrigation,Tea,Urea,Green Manure,5354.3,,,,351.28000000000003
Haryana,North,Clay,Maize,3.13,18.2,145.2,79.1,13.9,7:00 PM - 10:00 PM,8372.1,Sprinkler Irrigation,Wheat,Compost,Seaweed Extract,659.0,12000.0,1.1,500.0,837.21
Uttar Pradesh,North,Silt,Cotton,8.56,38.8,61.7,45.4,3.8,4:00 PM - 7:00 PM,5514.0,Surface Irrigation,Maize,Vermicompost,Neem Cake,4554.3,5000.0,0.85,600.0,551.4
Maharashtra,West,Loamy,Rice,6.86,21.6,208.1,71.7,2.2,4:00 PM - 7:00 PM,2755.8,Furrow Irrigation,Tea,Vermicompost,Cow Manure,4289.0,10000.0,1.25,900.0,275.58000000000004
Tamil Nadu,South,Loamy,Barley,1.14,26.4,189.6,77.0,2.1,4:00 PM - 7:00 PM,1033.8,Furrow Irrigation,Tea,MOP,Bone Meal,3868.9,,,,103.38
Karnataka,South,Silt,Sugarcane,7.6,31.0,206.7,50.8,7.0,7:00 PM - 10:00 PM,9503.8,Furrow Irrigation,Groundnut,MOP,Seaweed Extract,3694.3,120000.0,1.3,1500.0,950.3799999999999
Rajasthan,West,Silt,Tea,8.09,25.3,105.7,62.3,3.3,4:00 PM - 7:00 PM,8133.8,Drip Irrigation,Sugarcane,DAP,Cow Manure,6936.6,4000.0,1.05,700.0,813.38
Haryana,North,Clay,Maize,7.95,35.2,140.8,87.1,10.7,5:00 AM - 8:00 AM,6388.7,Drip Irrigation,Rice,DAP,Seaweed Extract,5663.4,12000.0,1.1,500.0,638.87
West Bengal,East,Sandy,Tea,9.43,19.8,297.0,87.8,4.1,7:00 PM - 10:00 PM,5713.2,Furrow Irrigation,Soybean,Biofertilizer,Cow Manure,5749.2,4000.0,1.05,700.0,571.3199999999999
Madhya Pradesh,Central,Loamy,Barley,5.03,16.9,215.4,68.8,14.5,5:00 AM - 8:00 AM,7819.8,Furrow Irrigation,Wheat,Biofertilizer,Bone Meal,1113.8,,,,781.98
Punjab,North,Loamy,Rice,5.94,28.0,196.7,89.7,12.8,7:00 PM - 10:00 PM,1242.1,Furrow Irrigation,Pulses,Compost,Neem Cake,3786.8,10000.0,1.25,900.0,124.21
West Bengal,East,Loamy,Sugarcane,9.46,22.1,69.7,80.6,3.5,7:00 PM - 10:00 PM,6520.6,Drip Irrigation,Cotton,Vermicompost,Cow Manure,3927.8,120000.0,1.3,1500.0,652.0600000000001
Maharashtra,West,Sandy,Maize,0.89,33.3,162.9,82.7,2.2,5:00 AM - 8:00 AM,5553.9,Sprinkler Irrigation,Cotton,Vermicompost,Bone Meal,3161.3,12000.0,1.1,500.0,555.39
Rajasthan,West,Peaty,Groundnut,3.62,15.2,69.0,64.1,8.6,4:00 PM - 7:00 PM,1331.9,Surface Irrigation,Groundnut,Urea,Seaweed Extract,7150.1,,,,133.19
Rajasthan,West,Loamy,Wheat,2.21,35.5,90.4,70.5,3.5,5:00 AM - 8:00 AM,1843.9,Furrow Irrigation,Pulses,DAP,Green Manure,687.1,8000.0,1.15,450.0,184.39000000000001
Madhya Pradesh,Central,Clay,Cotton,9.05,28.7,189.7,40.5,8.7,7:00 PM - 10:00 PM,9738.0,Surface Irrigation,Barley,DAP,Cow Manure,6005.0,5000.0,0.85,600.0,973.8
Uttar Pradesh,North,Saline,Groundnut,8.35,16.8,216.9,53.7,2.5,7:00 PM - 10:00 PM,1605.4,Furrow Irrigation,Groundnut,MOP,Cow Manure,1720.2,,,,160.54000000000002
Punjab,North,Silt,Rice,8.88,24.2,274.4,54.8,5.0,7:00 PM - 10:00 PM,2244.4,Sprinkler Irrigation,Pulses,MOP,Bone Meal,3688.3,10000.0,1.25,900.0,224.44
Karnataka,South,Loamy,Sugarcane,4.58,29.6,56.2,77.9,14.7,7:00 PM - 10:00 PM,4213.0,Drip Irrigation,Maize,Urea,Green Manure,7519.2,120000.0,1.3,1500.0,421.3
Tamil Nadu,South,Peaty,Groundnut,3.5,29.4,215.4,55.9,11.9,4:00 PM - 7:00 PM,2614.2,Sprinkler Irrigation,Tea,Urea,Seaweed Extract,4218.4,,,,261.41999999999996
Madhya Pradesh,Central,Silt,Sugarcane,4.76,30.3,171.8,69.4,14.4,7:00 PM - 10:00 PM,3282.2,Sprinkler Irrigation,Tea,Biofertilizer,Seaweed Extract,5384.9,120000.0,1.3,1500.0,328.21999999999997
Maharashtra,West,Peaty,Wheat,2.95,39.8,175.9,68.4,2.1,7:00 PM - 10:00 PM,6933.0,Furrow Irrigation,Cotton,MOP,Bone Meal,4639.0,8000.0,1.15,450.0,693.3
Gujarat,West,Saline,Wheat,3.26,21.6,98.2,65.4,9.4,5:00 AM - 8:00 AM,1985.8,Drip Irrigation,Soybean,MOP,Bone Meal,776.2,8000.0,1.15,450.0,198.57999999999998
West Bengal,East,Silt,Barley,8.42,23.0,231.1,47.4,11.1,4:00 PM - 7:00 PM,5188.1,Furrow Irrigation,Soybean,Biofertilizer,Neem Cake,1638.2,,,,518.8100000000001
Uttar Pradesh,North,Peaty,Soybean,7.88,39.1,296.2,62.6,6.5,5:00 AM - 8:00 AM,5659.9,Sprinkler Irrigation,Wheat,Compost,Bone Meal,6338.4,,,,565.99
Uttar Pradesh,North,Saline,Cotton,5.28,30.3,112.8,46.6,5.2,4:00 PM - 7:00 PM,7347.6,Surface Irrigation,Rice,Biofertilizer,Cow Manure,6644.1,5000.0,0.85,600.0,734.76
Tamil Nadu,South,Loamy,Tea,0.53,28.5,191.4,43.2,4.2,4:00 PM - 7:00 PM,5320.7,Furrow Irrigation,Tea,DAP,Bone Meal,5810.0,4000.0,1.05,700.0,532.0699999999999
Madhya Pradesh,Central,Saline,Rice,5.12,19.6,230.8,73.9,5.5,5:00 AM - 8:00 AM,7090.6,Surface Irrigation,Groundnut,Compost,Cow Manure,1438.7,10000.0,1.25,900.0,709.0600000000001
Madhya Pradesh,Central,Peaty,Tea,7.5,22.1,280.2,55.4,13.3,4:00 PM - 7:00 PM,4962.3,Drip Irrigation,Wheat,Compost,Neem Cake,6405.3,4000.0,1.05,700.0,496.23
Tamil Nadu,South,Silt,Groundnut,2.8,25.0,109.3,62.4,7.0,7:00 PM - 10:00 PM,1392.7,Furrow Irrigation,Wheat,Vermicompost,Cow Manure,5025.9,,,,139.27
Tamil Nadu,South,Silt,Groundnut,1.46,23.2,222.8,77.0,12.3,7:00 PM - 10:00 PM,1740.9,Surface Irrigation,Sugarcane,Biofertilizer,Bone Meal,1133.3,,,,174.09
