State,District,Soil Type,Crop,Land Area (acres),Temperature (°C),Rainfall (mm),Humidity (%),Wind Speed (km/h),Best Irrigation Time,Water Amount (Liters/hectare),Irrigation Method,Best Next Crop,Best Fertilizer,Alternative Fertilizer,Estimated Yield (kg/hectare)
Tamil Nadu,Chennai,Clay,Pulses,1.85,23.8,144.7,50.3,7.0,Evening,2884.0,Drip Irrigation,Soybean,Biofertilizer,Green Manure,4035.7
Karnataka,Bangalore,Loamy,Rice,4.62,23.8,284.2,52.1,11.3,Morning,5631.4,Sprinkler Irrigation,Cotton,Compost,Green Manure,876.3
Haryana,Bangalore,Saline,Soybean,7.61,23.9,209.4,53.8,7.4,Morning,1927.1,Surface Irrigation,Sugarcane,Urea,Seaweed Extract,4871.0
Rajasthan,Lucknow,Sandy,Rice,2.48,37.9,291.3,58.8,5.0,Night,2510.0,Drip Irrigation,Sugarcane,Vermicompost,Bone Meal,3733.6
Tamil Nadu,Jaipur,Sandy,Maize,4.54,22.4,89.2,77.2,4.0,Night,5086.4,Surface Irrigation,Groundnut,DAP,Seaweed Extract,4430.2
Rajasthan,Chennai,Silt,Tea,4.4,38.7,240.7,59.0,3.5,Morning,5074.6,Furrow Irrigation,Cotton,Vermicompost,Seaweed Extract,804.0
Tamil Nadu,Bhopal,Silt,Soybean,8.05,33.4,211.2,62.0,10.0,Night,4539.9,Sprinkler Irrigation,Tea,MOP,Neem Cake,4170.5
Rajasthan,Rohtak,Peaty,Wheat,2.92,34.8,64.3,62.9,10.6,Night,1116.8,Drip Irrigation,Rice,Compost,Bone Meal,3189.2
Punjab,Kolkata,Peaty,Soybean,5.21,28.8,234.6,65.6,3.6,Morning,4563.2,Surface Irrigation,Cotton,Vermicompost,Green Manure,3865.3
Madhya Pradesh,Rohtak,Saline,Tea,7.64,39.6,174.1,89.7,13.4,Evening,2922.5,Sprinkler Irrigation,Pulses,Compost,Green Manure,1120.4
Gujarat,Lucknow,Peaty,Pulses,6.53,24.0,75.9,74.8,3.5,Night,4338.3,Surface Irrigation,Rice,Vermicompost,Seaweed Extract,664.2
Karnataka,Ludhiana,Saline,Soybean,1.04,27.2,201.6,78.3,9.8,Night,6828.5,Furrow Irrigation,Rice,Urea,Seaweed Extract,7521.9
Rajasthan,Ahmedabad,Sandy,Rice,5.45,33.0,267.3,59.9,13.9,Night,9492.1,Surface Irrigation,Groundnut,Urea,Seaweed Extract,850.5
Karnataka,Lucknow,Silt,Barley,3.6,21.9,290.7,85.3,8.2,Evening,3359.6,Surface Irrigation,Groundnut,Vermicompost,Seaweed Extract,5217.6
Tamil Nadu,Ludhiana,Peaty,Rice,9.44,31.5,153.2,48.9,2.5,Evening,8898.7,Drip Irrigation,Cotton,Vermicompost,Green Manure,1472.5
Maharashtra,Chennai,Saline,Groundnut,2.57,28.6,175.3,46.9,6.7,Morning,9481.3,Furrow Irrigation,Soybean,Biofertilizer,Cow Manure,1823.2
Rajasthan,Ahmedabad,Loamy,Pulses,7.17,19.8,140.7,54.4,4.0,Night,9178.1,Drip Irrigation,Rice,Vermicompost,Green Manure,765.1
Maharashtra,Ahmedabad,Loamy,Pulses,5.92,39.6,162.9,85.5,9.6,Evening,6814.6,Sprinkler Irrigation,Tea,MOP,Green Manure,5437.7
Maharashtra,Ahmedabad,Peaty,Wheat,1.12,32.5,97.0,76.7,4.4,Evening,4242.7,Drip Irrigation,Wheat,Urea,Cow Manure,2221.5
Madhya Pradesh,Chennai,Sandy,Maize,9.07,33.0,63.9,88.7,6.6,Morning,1150.1,Surface Irrigation,Wheat,Vermicompost,Bone Meal,1629.2
Karnataka,Kolkata,Loamy,Pulses,0.81,18.6,151.1,54.0,13.1,Evening,7338.4,Sprinkler Irrigation,Rice,Compost,Green Manure,4705.9
Gujarat,Bhopal,Sandy,Soybean,7.52,25.7,117.5,49.8,13.8,Night,1574.0,Sprinkler Irrigation,Tea,Compost,Cow Manure,6188.4
Maharashtra,Ahmedabad,Sandy,Sugarcane,9.73,20.8,177.4,84.5,13.6,Morning,3610.3,Furrow Irrigation,Groundnut,Vermicompost,Green Manure,6603.9
Tamil Nadu,Ludhiana,Loamy,Sugarcane,6.2,21.7,185.2,87.4,7.8,Morning,7292.7,Sprinkler Irrigation,Rice,MOP,Bone Meal,612.8
Haryana,Jaipur,Peaty,Rice,4.98,18.2,85.5,50.0,14.4,Night,4302.6,Drip Irrigation,Maize,Biofertilizer,Neem Cake,3176.3
Gujarat,Kolkata,Loamy,Maize,3.75,15.8,114.4,63.3,4.7,Morning,6980.8,Surface Irrigation,Barley,Compost,Bone Meal,4313.1
Punjab,Kolkata,Silt,Tea,5.46,33.9,260.3,64.1,3.9,Night,3088.1,Surface Irrigation,Soybean,MOP,Bone Meal,6170.7
Uttar Pradesh,Chennai,Loamy,Pulses,1.06,24.7,291.4,62.8,5.9,Evening,3811.5,Drip Irrigation,Pulses,Urea,Seaweed Extract,3435.6
Punjab,Ahmedabad,Saline,Soybean,9.95,28.4,241.6,65.6,12.2,Evening,9706.3,Surface Irrigation,Barley,MOP,Seaweed Extract,6480.3
Rajasthan,Bhopal,Clay,Tea,0.57,35.3,138.8,87.4,9.6,Night,7870.7,Surface Irrigation,Pulses,Urea,Neem Cake,812.2
Maharashtra,Rohtak,Loamy,Rice,2.91,20.6,124.1,71.1,9.1,Night,6809.3,Surface Irrigation,Barley,DAP,Bone Meal,2908.4
Haryana,Chennai,Saline,Wheat,8.25,27.2,223.6,77.7,2.6,Night,9721.0,Sprinkler Irrigation,Maize,DAP,Bone Meal,7002.7
Karnataka,Jaipur,Peaty,Wheat,9.94,35.6,247.5,54.8,11.6,Morning,9064.9,Drip Irrigation,Maize,MOP,Cow Manure,5461.8
Madhya Pradesh,Ahmedabad,Clay,Soybean,2.98,28.6,198.4,67.5,3.0,Evening,4916.1,Sprinkler Irrigation,Tea,MOP,Bone Meal,3329.6
Karnataka,Pune,Silt,Maize,4.22,37.0,168.1,78.9,12.7,Night,8408.4,Sprinkler Irrigation,Soybean,Vermicompost,Neem Cake,1957.4
Tamil Nadu,Ludhiana,Loamy,Soybean,1.97,25.3,217.3,53.5,13.9,Evening,4580.1,Sprinkler Irrigation,Groundnut,Urea,Cow Manure,725.9
Karnataka,Chennai,Peaty,Wheat,0.61,15.5,207.6,66.2,9.9,Night,8878.8,Surface Irrigation,Tea,Compost,Bone Meal,1989.9
Rajasthan,Ludhiana,Peaty,Barley,8.72,39.1,107.9,41.8,9.9,Morning,3360.4,Surface Irrigation,Maize,Biofertilizer,Bone Meal,4809.9
Uttar Pradesh,Bangalore,Silt,Wheat,1.19,30.0,97.4,53.1,8.4,Evening,3061.6,Furrow Irrigation,Wheat,MOP,Bone Meal,829.8
Haryana,Lucknow,Saline,Groundnut,0.88,38.3,258.8,79.0,13.1,Morning,1427.2,Furrow Irrigation,Maize,Urea,Cow Manure,5197.6
Rajasthan,Ludhiana,Loamy,Cotton,0.79,31.8,241.2,51.9,11.5,Evening,3557.9,Surface Irrigation,Maize,Biofertilizer,Bone Meal,4390.8
Karnataka,Bhopal,Peaty,Barley,9.52,29.5,148.6,50.5,5.9,Night,1526.3,Surface Irrigation,Wheat,DAP,Cow Manure,2778.9
Tamil Nadu,Bangalore,Silt,Wheat,6.28,18.0,170.7,81.0,14.2,Night,2131.1,Furrow Irrigation,Wheat,Compost,Neem Cake,2192.6
Maharashtra,Lucknow,Saline,Maize,2.04,39.2,89.9,46.7,4.9,Night,7313.1,Sprinkler Irrigation,Rice,Biofertilizer,Seaweed Extract,5515.2
Karnataka,Rohtak,Saline,Cotton,4.95,30.0,148.7,86.7,3.9,Morning,8748.9,Surface Irrigation,Rice,Biofertilizer,Cow Manure,2687.3
Haryana,Rohtak,Clay,Groundnut,9.64,18.7,120.4,47.2,7.4,Night,4912.1,Surface Irrigation,Cotton,Biofertilizer,Green Manure,6239.4
Karnataka,Bhopal,Loamy,Barley,9.63,29.9,273.7,87.2,4.8,Morning,4175.7,Furrow Irrigation,Wheat,Urea,Neem Cake,2616.4
Madhya Pradesh,Pune,Saline,Pulses,1.42,26.6,187.6,65.1,6.0,Morning,2490.8,Surface Irrigation,Rice,MOP,Cow Manure,5473.0
Haryana,Pune,Peaty,Barley,2.92,31.8,196.6,59.0,8.1,Morning,7480.1,Furrow Irrigation,Barley,DAP,Bone Meal,5741.1
Punjab,Bangalore,Peaty,Tea,4.65,26.2,54.5,50.2,2.7,Morning,7792.6,Sprinkler Irrigation,Pulses,DAP,Neem Cake,715.4
Maharashtra,Ahmedabad,Loamy,Tea,2.12,21.9,264.8,58.4,5.7,Evening,7873.1,Sprinkler Irrigation,Maize,Compost,Green Manure,7322.9
Tamil Nadu,Ludhiana,Silt,Barley,7.24,35.1,242.9,87.5,3.5,Morning,2584.7,Furrow Irrigation,Rice,Urea,Green Manure,7414.1
Gujarat,Bangalore,Clay,Tea,7.42,26.5,264.2,67.4,3.0,Night,8148.6,Furrow Irrigation,Wheat,MOP,Green Manure,6127.9
West Bengal,Ludhiana,Saline,Sugarcane,6.15,30.7,216.3,65.8,8.5,Evening,8349.7,Sprinkler Irrigation,Tea,Vermicompost,Seaweed Extract,6404.1
Maharashtra,Kolkata,Saline,Rice,1.7,16.0,103.1,46.0,7.4,Night,4723.5,Drip Irrigation,Wheat,Urea,Seaweed Extract,2416.5
Gujarat,Ludhiana,Silt,Soybean,8.3,18.7,296.0,41.7,11.1,Morning,2592.2,Drip Irrigation,Sugarcane,Vermicompost,Green Manure,2902.7
West Bengal,Ahmedabad,Sandy,Tea,5.63,16.3,277.8,52.0,4.0,Night,5879.3,Surface Irrigation,Sugarcane,Urea,Neem Cake,4771.6
Karnataka,Pune,Saline,Maize,0.75,37.3,84.5,62.5,14.9,Night,2843.8,Sprinkler Irrigation,Groundnut,MOP,Bone Meal,1299.9
Tamil Nadu,Lucknow,Saline,Cotton,2.45,19.9,230.0,43.6,4.2,Evening,1376.6,Sprinkler Irrigation,Tea,Compost,Seaweed Extract,1590.4
West Bengal,Rohtak,Sandy,Sugarcane,9.97,18.5,126.5,65.6,3.8,Evening,2661.6,Drip Irrigation,Tea,Urea,Neem Cake,3242.8
Gujarat,Ahmedabad,Saline,Maize,6.53,38.4,51.6,82.3,8.3,Morning,3011.1,Drip Irrigation,Rice,MOP,Bone Meal,1691.9
Uttar Pradesh,Jaipur,Loamy,Pulses,5.87,29.4,243.1,74.4,11.3,Night,4731.9,Sprinkler Irrigation,Maize,DAP,Green Manure,5205.3
Gujarat,Chennai,Saline,Barley,3.8,31.8,135.4,63.6,5.0,Morning,6057.7,Drip Irrigation,Barley,Compost,Seaweed Extract,590.7
Gujarat,Chennai,Peaty,Cotton,7.68,22.9,241.0,66.8,5.0,Morning,7194.9,Drip Irrigation,Barley,DAP,Bone Meal,3778.9
Karnataka,Kolkata,Peaty,Pulses,0.73,23.8,275.3,43.5,4.4,Evening,7846.4,Drip Irrigation,Soybean,Biofertilizer,Neem Cake,1274.5
Haryana,Lucknow,Clay,Sugarcane,4.9,33.6,240.3,84.4,4.4,Morning,8995.6,Furrow Irrigation,Rice,Compost,Green Manure,4611.0
Gujarat,Bhopal,Peaty,Barley,7.03,20.3,109.7,50.1,14.7,Morning,4188.8,Drip Irrigation,Wheat,Urea,Seaweed Extract,4051.6
Uttar Pradesh,Bangalore,Clay,Sugarcane,4.46,20.6,178.9,55.0,14.8,Night,4452.7,Drip Irrigation,Maize,MOP,Seaweed Extract,2619.3
West Bengal,Pune,Saline,Barley,1.95,21.1,146.5,52.6,6.9,Evening,1935.9,Drip Irrigation,Groundnut,DAP,Seaweed Extract,2623.4
West Bengal,Bangalore,Saline,Pulses,1.16,25.9,147.2,52.9,5.9,Evening,2837.1,Sprinkler Irrigation,Maize,Biofertilizer,Cow Manure,1249.9
Karnataka,Bangalore,Peaty,Maize,2.2,31.5,250.7,42.3,8.9,Evening,5407.3,Furrow Irrigation,Pulses,Compost,Cow Manure,3700.1
Haryana,Lucknow,Loamy,Rice,7.18,17.3,127.5,70.4,14.5,Night,4491.3,Sprinkler Irrigation,Sugarcane,DAP,Seaweed Extract,5736.0
Madhya Pradesh,Rohtak,Silt,Barley,4.83,22.2,165.9,57.5,11.7,Evening,5202.6,Furrow Irrigation,Sugarcane,MOP,Seaweed Extract,3573.2
Rajasthan,Chennai,Saline,Barley,5.06,20.2,51.1,59.8,10.5,Evening,3645.8,Furrow Irrigation,Sugarcane,DAP,Cow Manure,1698.3
Maharashtra,Ludhiana,Loamy,Groundnut,0.69,17.2,113.2,82.8,5.0,Morning,7342.8,Sprinkler Irrigation,Soybean,Compost,Bone Meal,4469.7
Madhya Pradesh,Ahmedabad,Sandy,Tea,4.84,17.2,95.9,71.6,6.9,Evening,3891.7,Drip Irrigation,Sugarcane,DAP,Seaweed Extract,1821.2
Maharashtra,Chennai,Saline,Barley,2.36,18.1,67.1,73.9,8.0,Morning,3648.2,Sprinkler Irrigation,Wheat,Vermicompost,Bone Meal,1580.6
Madhya Pradesh,Lucknow,Clay,Soybean,8.19,26.9,193.2,57.5,7.3,Morning,7679.7,Surface Irrigation,Barley,Compost,Bone Meal,7056.7
Punjab,Bangalore,Clay,Sugarcane,4.13,32.3,121.7,51.8,9.5,Evening,6568.9,Drip Irrigation,Groundnut,Compost,Neem Cake,1844.3
Karnataka,Pune,Sandy,Maize,3.64,18.7,283.6,66.3,9.7,Night,8258.5,Surface Irrigation,Maize,Vermicompost,Seaweed Extract,6890.0
Haryana,Pune,Saline,Pulses,4.11,29.2,272.7,45.4,8.3,Morning,9032.3,Furrow Irrigation,Groundnut,Biofertilizer,Cow Manure,3619.5
Karnataka,Bangalore,Loamy,Tea,9.3,16.6,208.1,74.3,8.0,Morning,2403.6,Drip Irrigation,Rice,Urea,Seaweed Extract,3636.4
Maharashtra,Chennai,Silt,Soybean,1.47,28.7,291.4,55.7,6.0,Morning,4256.0,Surface Irrigation,Maize,Vermicompost,Green Manure,3344.1
Uttar Pradesh,Ludhiana,Saline,Rice,0.84,38.0,111.6,77.0,13.1,Night,8362.3,Furrow Irrigation,Cotton,DAP,Seaweed Extract,1134.8
Uttar Pradesh,Ahmedabad,Loamy,Pulses,4.38,27.8,108.2,82.6,9.8,Night,9710.2,Sprinkler Irrigation,Barley,DAP,Cow Manure,1659.0
Haryana,Chennai,Sandy,Soybean,7.0,27.1,90.3,75.6,3.0,Morning,8005.9,Drip Irrigation,Wheat,Vermicompost,Cow Manure,2860.0
Karnataka,Lucknow,Clay,Maize,4.12,38.5,110.8,61.5,14.1,Evening,4039.8,Sprinkler Irrigation,Maize,MOP,Neem Cake,3589.3
Maharashtra,Bhopal,Loamy,Sugarcane,1.02,31.0,163.5,78.7,11.7,Night,5908.9,Sprinkler Irrigation,Soybean,Urea,Cow Manure,3374.9
Haryana,Pune,Saline,Wheat,4.2,38.6,177.5,42.2,9.9,Morning,1382.5,Sprinkler Irrigation,Groundnut,MOP,Green Manure,6319.3
Tamil Nadu,Bhopal,Clay,Barley,4.31,31.3,208.7,61.2,9.0,Evening,7315.4,Furrow Irrigation,Tea,Biofertilizer,Bone Meal,7238.9
Punjab,Rohtak,Clay,Wheat,0.88,27.6,243.1,62.6,10.1,Morning,6090.3,Surface Irrigation,Groundnut,Urea,Seaweed Extract,6440.4
Haryana,Bhopal,Loamy,Barley,2.11,15.4,76.4,68.4,4.8,Morning,5424.7,Surface Irrigation,Sugarcane,MOP,Neem Cake,7373.6
Punjab,Lucknow,Silt,Sugarcane,1.63,39.6,124.1,85.4,12.2,Morning,9675.6,Sprinkler Irrigation,Tea,Urea,Green Manure,5112.1
Gujarat,Ludhiana,Loamy,Barley,8.12,22.1,126.5,49.8,2.8,Evening,2766.7,Sprinkler Irrigation,Wheat,DAP,Bone Meal,6078.7
Haryana,Ahmedabad,Peaty,Sugarcane,7.8,35.8,136.0,87.1,3.2,Night,9140.5,Surface Irrigation,Sugarcane,Urea,Cow Manure,1746.3
Gujarat,Rohtak,Silt,Sugarcane,4.98,24.6,114.1,68.9,5.1,Evening,7325.8,Furrow Irrigation,Rice,DAP,Cow Manure,5366.9
Haryana,Lucknow,Sandy,Pulses,6.5,25.1,172.6,85.1,13.3,Morning,4209.0,Surface Irrigation,Pulses,Compost,Cow Manure,881.0
Punjab,Ludhiana,Saline,Tea,2.64,24.2,93.1,53.1,13.1,Morning,3764.3,Drip Irrigation,Wheat,Biofertilizer,Cow Manure,2906.6
Maharashtra,Lucknow,Sandy,Pulses,5.32,39.6,271.1,77.9,11.8,Morning,4498.0,Surface Irrigation,Groundnut,Biofertilizer,Cow Manure,4048.9
Gujarat,Kolkata,Silt,Maize,4.71,36.2,120.5,49.5,12.1,Night,5699.4,Surface Irrigation,Rice,Compost,Green Manure,7966.2
Tamil Nadu,Bangalore,Silt,Pulses,7.1,18.2,100.5,48.7,4.1,Night,8708.5,Sprinkler Irrigation,Soybean,Compost,Seaweed Extract,7438.7
West Bengal,Kolkata,Sandy,Cotton,6.64,34.3,239.6,46.7,10.7,Evening,2335.0,Drip Irrigation,Sugarcane,Compost,Neem Cake,7799.6
Uttar Pradesh,Ahmedabad,Peaty,Pulses,9.1,29.9,206.3,68.2,5.8,Morning,6642.3,Drip Irrigation,Cotton,Compost,Neem Cake,1217.2
Karnataka,Lucknow,Silt,Sugarcane,6.94,24.2,196.7,84.9,11.6,Night,8991.4,Surface Irrigation,Barley,Urea,Bone Meal,1035.7
Gujarat,Ludhiana,Saline,Maize,5.34,17.7,52.4,68.5,5.4,Evening,8150.1,Furrow Irrigation,Rice,Urea,Green Manure,2184.3
Maharashtra,Pune,Saline,Barley,2.24,30.8,246.6,41.8,2.8,Night,1012.2,Drip Irrigation,Wheat,MOP,Neem Cake,2520.3
Karnataka,Ahmedabad,Loamy,Cotton,9.86,31.0,272.9,74.9,13.1,Morning,8540.3,Furrow Irrigation,Maize,MOP,Neem Cake,6276.7
Tamil Nadu,Chennai,Clay,Rice,5.86,27.1,153.4,66.7,9.4,Morning,3847.8,Sprinkler Irrigation,Rice,Urea,Bone Meal,7497.1
Maharashtra,Lucknow,Clay,Barley,6.85,24.7,170.3,65.6,11.0,Evening,5906.4,Surface Irrigation,Tea,Biofertilizer,Green Manure,6125.3
Madhya Pradesh,Lucknow,Silt,Cotton,6.8,39.0,292.3,65.3,11.4,Morning,3351.9,Sprinkler Irrigation,Cotton,Urea,Bone Meal,5508.8
Maharashtra,Rohtak,Silt,Barley,7.75,37.2,241.5,83.6,9.7,Evening,3936.3,Sprinkler Irrigation,Maize,Compost,Seaweed Extract,7402.1
Karnataka,Ludhiana,Peaty,Rice,4.1,19.3,228.4,45.4,12.4,Morning,1978.8,Furrow Irrigation,Soybean,Biofertilizer,Bone Meal,6045.5
Punjab,Chennai,Peaty,Barley,5.36,26.3,53.8,55.5,12.5,Morning,4465.1,Drip Irrigation,Groundnut,Vermicompost,Green Manure,4637.3
Punjab,Jaipur,Peaty,Wheat,9.56,17.5,216.3,82.4,11.3,Night,5665.8,Sprinkler Irrigation,Soybean,Compost,Bone Meal,2615.7
West Bengal,Jaipur,Peaty,Rice,1.53,28.4,201.1,86.0,5.7,Morning,6055.0,Furrow Irrigation,Wheat,DAP,Green Manure,1462.3
Gujarat,Chennai,Peaty,Groundnut,3.87,36.5,72.3,81.3,3.3,Morning,8595.8,Drip Irrigation,Barley,Vermicompost,Cow Manure,2307.5
Maharashtra,Chennai,Silt,Barley,3.46,30.6,73.6,78.6,13.7,Evening,4031.6,Sprinkler Irrigation,Groundnut,Biofertilizer,Seaweed Extract,4266.5
Maharashtra,Rohtak,Clay,Cotton,1.26,30.7,289.7,71.7,8.1,Evening,1567.5,Furrow Irrigation,Soybean,Urea,Bone Meal,1136.0
Haryana,Pune,Silt,Rice,2.6,16.4,238.6,84.8,8.4,Evening,3914.2,Sprinkler Irrigation,Rice,Biofertilizer,Bone Meal,5974.4
Madhya Pradesh,Pune,Clay,Wheat,5.51,31.5,95.2,71.7,8.8,Night,5894.3,Sprinkler Irrigation,Soybean,Compost,Green Manure,4463.3
Madhya Pradesh,Lucknow,Loamy,Maize,5.08,29.4,150.5,88.1,10.2,Evening,9467.7,Drip Irrigation,Barley,DAP,Cow Manure,7015.1
Madhya Pradesh,Rohtak,Clay,Sugarcane,5.39,18.1,88.4,78.9,11.8,Night,7370.3,Furrow Irrigation,Maize,DAP,Bone Meal,1845.3
Maharashtra,Pune,Peaty,Tea,0.78,32.1,70.5,88.2,13.1,Morning,3198.5,Surface Irrigation,Wheat,Urea,Neem Cake,5617.8
Karnataka,Bhopal,Silt,Groundnut,2.51,26.1,147.0,76.6,9.6,Morning,6012.4,Surface Irrigation,Pulses,Biofertilizer,Neem Cake,6216.8
Haryana,Chennai,Saline,Pulses,6.71,32.2,243.2,76.1,13.1,Evening,7983.8,Furrow Irrigation,Wheat,Biofertilizer,Seaweed Extract,7466.2
Uttar Pradesh,Bhopal,Sandy,Soybean,6.21,39.5,52.8,48.9,13.4,Night,8859.1,Drip Irrigation,Sugarcane,Urea,Green Manure,849.4
Gujarat,Bangalore,Silt,Soybean,0.76,21.9,125.3,61.7,6.3,Evening,9819.8,Drip Irrigation,Tea,Compost,Neem Cake,7621.3
Uttar Pradesh,Ahmedabad,Clay,Pulses,2.36,21.2,159.1,65.7,14.1,Evening,1876.8,Surface Irrigation,Groundnut,MOP,Cow Manure,6615.5
Haryana,Ludhiana,Loamy,Maize,3.29,23.8,273.7,66.1,3.2,Morning,6104.8,Drip Irrigation,Sugarcane,Compost,Seaweed Extract,3459.2
Maharashtra,Chennai,Peaty,Tea,2.54,38.3,136.2,42.6,4.7,Evening,4000.9,Furrow Irrigation,Barley,Urea,Cow Manure,3212.9
Gujarat,Rohtak,Saline,Tea,7.8,26.8,62.1,78.0,13.0,Evening,4706.3,Drip Irrigation,Rice,Urea,Bone Meal,771.8
Madhya Pradesh,Pune,Sandy,Soybean,6.91,22.7,69.5,61.7,2.6,Night,4276.7,Surface Irrigation,Barley,Urea,Seaweed Extract,4538.6
Madhya Pradesh,Lucknow,Saline,Rice,4.76,29.7,61.8,84.5,7.5,Evening,7760.4,Surface Irrigation,Sugarcane,Compost,Cow Manure,531.3
Haryana,Bangalore,Silt,Pulses,9.54,26.7,111.8,75.3,12.8,Night,2328.4,Drip Irrigation,Maize,DAP,Green Manure,3517.6
Punjab,Pune,Saline,Barley,1.5,35.5,98.7,84.5,7.3,Evening,9669.6,Surface Irrigation,Soybean,MOP,Neem Cake,6218.2
Rajasthan,Kolkata,Silt,Wheat,5.6,20.2,101.4,43.5,12.1,Evening,4587.7,Furrow Irrigation,Maize,MOP,Bone Meal,3243.1
West Bengal,Lucknow,Clay,Sugarcane,2.67,20.5,234.0,80.7,6.1,Morning,5450.9,Surface Irrigation,Pulses,Compost,Bone Meal,4965.6
Punjab,Bhopal,Sandy,Cotton,6.26,38.0,285.4,59.7,5.1,Night,8222.6,Surface Irrigation,Sugarcane,Urea,Neem Cake,2246.5
Rajasthan,Bangalore,Loamy,Cotton,7.29,20.8,256.7,64.3,12.5,Night,6638.2,Drip Irrigation,Cotton,Urea,Seaweed Extract,3048.2
Maharashtra,Lucknow,Clay,Sugarcane,5.08,24.7,116.9,50.3,11.9,Evening,4366.5,Surface Irrigation,Sugarcane,Vermicompost,Cow Manure,2714.0
Karnataka,Ahmedabad,Saline,Tea,9.58,20.3,98.7,54.4,13.9,Morning,2039.7,Drip Irrigation,Soybean,Compost,Cow Manure,3189.0
Maharashtra,Bangalore,Silt,Sugarcane,5.76,27.9,56.2,61.4,9.2,Night,9147.3,Surface Irrigation,Groundnut,Biofertilizer,Bone Meal,3835.8
West Bengal,Lucknow,Saline,Groundnut,5.76,28.1,153.4,78.9,5.5,Night,1744.6,Sprinkler Irrigation,Rice,DAP,Neem Cake,7281.2
Tamil Nadu,Bhopal,Sandy,Rice,8.89,30.1,289.1,61.1,6.5,Morning,8716.4,Drip Irrigation,Maize,Vermicompost,Neem Cake,4631.6
Tamil Nadu,Ahmedabad,Loamy,Groundnut,2.43,30.5,162.2,62.7,12.8,Night,8513.9,Furrow Irrigation,Sugarcane,MOP,Bone Meal,5123.6
Punjab,Pune,Clay,Cotton,7.11,16.8,56.7,55.9,8.9,Night,6542.8,Drip Irrigation,Groundnut,Biofertilizer,Cow Manure,3125.9
Uttar Pradesh,Chennai,Peaty,Pulses,7.77,29.6,201.8,43.1,3.3,Night,4586.4,Sprinkler Irrigation,Barley,MOP,Green Manure,4051.2
Uttar Pradesh,Chennai,Sandy,Pulses,8.91,17.8,152.7,69.9,2.9,Evening,7408.1,Furrow Irrigation,Tea,Compost,Bone Meal,2067.5
Uttar Pradesh,Pune,Silt,Sugarcane,4.34,38.5,225.2,40.5,5.0,Morning,3223.0,Surface Irrigation,Pulses,MOP,Seaweed Extract,4037.7
Haryana,Ahmedabad,Loamy,Pulses,7.52,33.6,139.3,61.4,13.9,Morning,8444.0,Surface Irrigation,Rice,DAP,Neem Cake,5626.7
West Bengal,Lucknow,Sandy,Sugarcane,3.14,28.0,83.3,73.6,14.8,Night,8409.4,Surface Irrigation,Rice,Biofertilizer,Neem Cake,7905.5
Punjab,Rohtak,Peaty,Maize,5.14,16.0,126.9,53.0,8.8,Morning,8824.7,Drip Irrigation,Barley,Urea,Bone Meal,4827.6
Uttar Pradesh,Ludhiana,Clay,Groundnut,5.36,31.8,95.8,63.0,13.7,Morning,3300.8,Drip Irrigation,Soybean,Biofertilizer,Green Manure,3799.0
Haryana,Lucknow,Clay,Wheat,2.14,34.6,260.7,64.3,9.9,Night,9098.3,Furrow Irrigation,Tea,Urea,Bone Meal,5232.1
Haryana,Bhopal,Peaty,Soybean,3.91,24.8,132.8,66.2,6.3,Evening,5760.3,Surface Irrigation,Soybean,Vermicompost,Seaweed Extract,3643.0
West Bengal,Pune,Clay,Tea,0.65,21.4,204.9,51.9,13.4,Evening,3554.6,Surface Irrigation,Cotton,MOP,Green Manure,5803.3
Maharashtra,Lucknow,Peaty,Cotton,2.38,18.1,87.0,54.3,13.0,Morning,9058.4,Surface Irrigation,Groundnut,Vermicompost,Seaweed Extract,5613.6
Gujarat,Kolkata,Peaty,Wheat,1.97,33.6,138.9,75.6,3.2,Evening,9197.6,Surface Irrigation,Barley,Vermicompost,Bone Meal,6119.1
Rajasthan,Lucknow,Clay,Sugarcane,3.21,31.3,200.9,59.9,2.4,Night,1141.9,Furrow Irrigation,Rice,DAP,Seaweed Extract,3039.0
Gujarat,Jaipur,Peaty,Wheat,9.21,23.4,268.7,55.7,9.4,Night,4480.5,Sprinkler Irrigation,Tea,Urea,Cow Manure,2009.5
Tamil Nadu,Chennai,Saline,Pulses,4.51,32.5,271.3,63.9,11.6,Evening,2428.8,Drip Irrigation,Sugarcane,DAP,Bone Meal,1225.4
Rajasthan,Bangalore,Loamy,Maize,3.18,35.7,54.6,46.9,8.3,Morning,6241.4,Furrow Irrigation,Sugarcane,Vermicompost,Bone Meal,6508.1
Tamil Nadu,Jaipur,Clay,Wheat,0.79,37.0,61.7,71.5,3.7,Night,4641.8,Sprinkler Irrigation,Rice,Vermicompost,Seaweed Extract,5345.1
Maharashtra,Lucknow,Sandy,Wheat,3.6,16.1,81.4,71.5,11.9,Evening,6451.4,Drip Irrigation,Rice,Biofertilizer,Cow Manure,3321.7
Haryana,Ahmedabad,Silt,Rice,7.71,28.8,53.0,88.7,11.3,Morning,2136.9,Furrow Irrigation,Barley,Compost,Cow Manure,5835.8
Gujarat,Chennai,Loamy,Wheat,5.52,22.4,58.9,44.3,3.5,Morning,1100.3,Drip Irrigation,Tea,Urea,Bone Meal,6237.0
Karnataka,Kolkata,Peaty,Barley,3.26,34.9,188.0,44.5,4.3,Morning,3017.6,Sprinkler Irrigation,Cotton,DAP,Cow Manure,2886.9
